 Day of  Day of              -------------Heat flow rates out in W----------------------------------------------
 sim.     year     Year    Radiation    Air       Floor   Lower wall  Upper wall   Feed      Total    Total ave.       HH            HHave          HHadj         HHadjave   SST      SS
  545     180        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  546     181        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  547     182        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  548     183        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  549     184        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  550     185        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  551     186        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  552     187        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  553     188        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  554     189        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  555     190        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  556     191        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  557     192        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  558     193        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  559     194        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  560     195        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  561     196        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  562     197        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  563     198        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  564     199        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  565     200        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  566     201        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  567     202        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  568     203        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  569     204        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  570     205        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  571     206        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  572     207        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  573     208        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  574     209        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  575     210        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  576     211        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  577     212        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  578     213        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  579     214        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  580     215        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  581     216        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  582     217        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  583     218        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  584     219        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  585     220        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  586     221        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  587     222        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  588     223        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  589     224        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  590     225        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  591     226        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  592     227        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  593     228        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  594     229        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  595     230        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  596     231        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  597     232        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  598     233        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  599     234        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  600     235        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  601     236        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  602     237        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  603     238        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  604     239        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  605     240        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  606     241        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  607     242        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  608     243        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  609     244        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  610     245        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  611     246        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  612     247        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  613     248        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  614     249        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  615     250        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  616     251        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  617     252        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  618     253        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  619     254        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  620     255        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  621     256        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  622     257        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  623     258        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  624     259        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  625     260        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  626     261        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  627     262        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  628     263        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  629     264        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  630     265        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  631     266        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  632     267        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  633     268        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  634     269        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  635     270        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  636     271        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  637     272        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  638     273        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  639     274        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  640     275        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  641     276        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  642     277        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  643     278        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  644     279        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  645     280        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  646     281        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  647     282        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  648     283        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  649     284        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  650     285        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  651     286        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  652     287        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  653     288        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  654     289        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  655     290        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  656     291        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  657     292        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  658     293        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  659     294        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  660     295        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  661     296        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  662     297        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  663     298        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  664     299        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  665     300        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  666     301        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  667     302        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  668     303        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  669     304        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  670     305        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  671     306        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  672     307        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  673     308        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  674     309        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  675     310        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  676     311        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  677     312        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  678     313        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  679     314        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  680     315        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  681     316        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  682     317        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  683     318        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  684     319        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  685     320        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  686     321        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  687     322        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  688     323        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  689     324        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  690     325        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  691     326        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  692     327        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  693     328        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  694     329        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  695     330        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  696     331        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  697     332        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  698     333        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  699     334        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  700     335        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  701     336        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  702     337        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  703     338        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  704     339        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  705     340        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  706     341        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  707     342        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  708     343        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  709     344        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  710     345        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  711     346        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  712     347        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  713     348        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  714     349        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  715     350        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  716     351        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  717     352        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  718     353        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  719     354        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  720     355        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  721     356        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  722     357        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  723     358        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  724     359        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  725     360        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  726     361        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  727     362        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  728     363        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  729     364        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  730     365        2   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  731       1        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  732       2        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  733       3        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  734       4        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  735       5        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  736       6        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  737       7        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  738       8        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  739       9        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  740      10        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  741      11        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  742      12        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  743      13        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  744      14        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  745      15        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  746      16        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  747      17        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  748      18        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  749      19        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  750      20        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  751      21        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  752      22        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  753      23        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  754      24        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  755      25        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  756      26        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  757      27        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  758      28        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  759      29        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  760      30        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  761      31        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  762      32        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  763      33        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  764      34        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  765      35        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  766      36        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  767      37        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  768      38        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  769      39        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  770      40        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  771      41        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
